	BE_Earth	BE_ISS	Cul_Earth	Cul_SC	Human	Soil	BE_Earth_prop	BE_ISS_prop	Soil_prop	Human_prop	Cul_Earth_prop	Cul_SC_prop	fxn	p.val	p.adj.BH
putative peptidoglycan endopeptidase LytE	1	8	1	2	33	11	100	100	100	100	100	100	putative peptidoglycan endopeptidase LytE	1	1
putative peptidoglycan glycosyltransferase FtsW	1	8	1	2	33	11	100	100	100	100	100	100	putative peptidoglycan glycosyltransferase FtsW	1	1
Putative peroxiredoxin	0	0	0	0	2	0	0	0	0	6.06060606060606	0	0	Putative peroxiredoxin	0.718582237075454	1
Putative peroxiredoxin bcp	1	8	1	2	33	11	100	100	100	100	100	100	Putative peroxiredoxin bcp	1	1
Putative phosphoesterase YjcG	1	8	1	2	33	11	100	100	100	100	100	100	Putative phosphoesterase YjcG	1	1
putative PIN and TRAM-domain containing protein YacL	1	8	1	2	33	11	100	100	100	100	100	100	putative PIN and TRAM-domain containing protein YacL	1	1
putative poly-beta-1,6-N-acetyl-D-glucosamine export protein	0	0	0	0	3	0	0	0	0	9.09090909090909	0	0	putative poly-beta-1,6-N-acetyl-D-glucosamine export protein	0.528224494474599	1
Putative pre-16S rRNA nuclease	1	8	1	2	33	11	100	100	100	100	100	100	Putative pre-16S rRNA nuclease	1	1
putative protease YdcP	1	8	1	2	33	11	100	100	100	100	100	100	putative protease YdcP	1	1
putative protein-export membrane protein SecG	1	8	1	2	33	11	100	100	100	100	100	100	putative protein-export membrane protein SecG	1	1
Putative pterin-4-alpha-carbinolamine dehydratase	1	8	1	2	33	11	100	100	100	100	100	100	Putative pterin-4-alpha-carbinolamine dehydratase	1	1
Putative purine permease YwdJ	1	8	1	2	33	11	100	100	100	100	100	100	Putative purine permease YwdJ	1	1
putative pyridine nucleotide-disulfide oxidoreductase RclA	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	putative pyridine nucleotide-disulfide oxidoreductase RclA	0.823319770247701	1
Putative pyridoxal phosphate-dependent acyltransferase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Putative pyridoxal phosphate-dependent acyltransferase	0.904601710178056	1
Putative pyruvate, phosphate dikinase regulatory protein	1	8	1	2	33	11	100	100	100	100	100	100	Putative pyruvate, phosphate dikinase regulatory protein	1	1
putative quorum-quenching lactonase YtnP	1	8	1	2	33	11	100	100	100	100	100	100	putative quorum-quenching lactonase YtnP	1	1
Putative riboflavin biosynthesis protein RibF	1	0	0	0	8	1	100	0	9.09090909090909	24.2424242424242	0	0	Putative riboflavin biosynthesis protein RibF	0.217402103602016	1
Putative ribosomal N-acetyltransferase YdaF	1	8	1	2	33	11	100	100	100	100	100	100	Putative ribosomal N-acetyltransferase YdaF	1	1
putative ribosomal protein YlxQ	1	8	1	2	33	11	100	100	100	100	100	100	putative ribosomal protein YlxQ	1	1
Putative Rieske 2Fe-2S iron-sulfur protein	1	8	1	2	33	11	100	100	100	100	100	100	Putative Rieske 2Fe-2S iron-sulfur protein	1	1
Putative ring-cleaving dioxygenase MhqA	1	8	1	2	33	11	100	100	100	100	100	100	Putative ring-cleaving dioxygenase MhqA	1	1
Putative ring-cleaving dioxygenase MhqO	1	8	1	2	33	11	100	100	100	100	100	100	Putative ring-cleaving dioxygenase MhqO	1	1
Putative S-adenosyl-L-methionine-dependent methyltransferase	1	7	1	2	33	11	100	87.5	100	100	100	100	Putative S-adenosyl-L-methionine-dependent methyltransferase	0.410346977928174	1
putative S-adenosyl-L-methionine-dependent methyltransferase TehB	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative S-adenosyl-L-methionine-dependent methyltransferase TehB	0.904601710178056	1
putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290	0	0	0	0	2	1	0	0	9.09090909090909	6.06060606060606	0	0	putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290	0.827715783507219	1
Putative septation protein SpoVG	1	8	1	2	33	11	100	100	100	100	100	100	Putative septation protein SpoVG	1	1
putative serine/threonine-protein kinase YbdM	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative serine/threonine-protein kinase YbdM	0.904601710178057	1
Putative short-chain fatty acid transporter	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Putative short-chain fatty acid transporter	0.904601710178056	1
putative siderophore transport system ATP-binding protein YusV	1	8	1	2	33	11	100	100	100	100	100	100	putative siderophore transport system ATP-binding protein YusV	1	1
putative siderophore transport system permease protein YfhA	1	8	1	2	33	11	100	100	100	100	100	100	putative siderophore transport system permease protein YfhA	1	1
putative siderophore transport system permease protein YfiZ	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative siderophore transport system permease protein YfiZ	0.904601710178056	1
putative siderophore-binding lipoprotein YfiY	1	8	1	2	33	11	100	100	100	100	100	100	putative siderophore-binding lipoprotein YfiY	1	1
putative signaling protein	1	8	1	2	33	11	100	100	100	100	100	100	putative signaling protein	1	1
putative spore germination protein GerPA	1	8	1	2	33	11	100	100	100	100	100	100	putative spore germination protein GerPA	1	1
putative spore germination protein GerPB	1	8	1	2	33	11	100	100	100	100	100	100	putative spore germination protein GerPB	1	1
putative spore germination protein GerPC	1	8	1	2	33	11	100	100	100	100	100	100	putative spore germination protein GerPC	1	1
putative spore germination protein GerPD	1	8	1	2	33	11	100	100	100	100	100	100	putative spore germination protein GerPD	1	1
putative spore germination protein GerPE	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative spore germination protein GerPE	0.904601710178057	1
putative spore germination protein GerPF	1	8	1	2	33	11	100	100	100	100	100	100	putative spore germination protein GerPF	1	1
putative spore protein YtfJ	1	8	1	2	33	11	100	100	100	100	100	100	putative spore protein YtfJ	1	1
Putative sporulation hydrolase CotR	0	0	0	0	2	0	0	0	0	6.06060606060606	0	0	Putative sporulation hydrolase CotR	0.718582237075454	1
putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	0.904601710178057	1
putative succinyl-diaminopimelate desuccinylase	0	0	0	0	4	0	0	0	0	12.1212121212121	0	0	putative succinyl-diaminopimelate desuccinylase	0.367665135374662	1
Putative sugar phosphate isomerase YwlF	1	8	1	2	33	11	100	100	100	100	100	100	Putative sugar phosphate isomerase YwlF	1	1
putative symporter YodF	1	8	1	2	33	11	100	100	100	100	100	100	putative symporter YodF	1	1
Putative teichuronic acid biosynthesis glycosyltransferase TuaG	1	8	1	2	32	9	100	100	81.8181818181818	96.969696969697	100	100	Putative teichuronic acid biosynthesis glycosyltransferase TuaG	0.420796581644023	1
Putative teichuronic acid biosynthesis glycosyltransferase TuaH	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	Putative teichuronic acid biosynthesis glycosyltransferase TuaH	0.8233197702477	1
putative thiol peroxidase	1	8	1	2	33	11	100	100	100	100	100	100	putative thiol peroxidase	1	1
Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons	1	8	1	2	33	11	100	100	100	100	100	100	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons	1	1
Putative transcriptional regulator YvhJ	1	8	1	2	33	11	100	100	100	100	100	100	Putative transcriptional regulator YvhJ	1	1
Putative transcriptional regulator YwtF	1	8	1	2	33	11	100	100	100	100	100	100	Putative transcriptional regulator YwtF	1	1
putative transcriptional regulatory protein	1	8	1	2	33	11	100	100	100	100	100	100	putative transcriptional regulatory protein	1	1
Putative transition state regulator Abh	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Putative transition state regulator Abh	0.904601710178055	1
putative transport protein HsrA	1	8	1	2	33	11	100	100	100	100	100	100	putative transport protein HsrA	1	1
putative transport protein YifK	1	8	1	2	33	11	100	100	100	100	100	100	putative transport protein YifK	1	1
putative transporter	1	8	1	2	33	11	100	100	100	100	100	100	putative transporter	1	1
Putative triphosphatase YjbK	1	8	1	2	33	11	100	100	100	100	100	100	Putative triphosphatase YjbK	1	1
Putative TrmH family tRNA/rRNA methyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Putative TrmH family tRNA/rRNA methyltransferase	1	1
putative tRNA sulfurtransferase	1	8	1	2	33	11	100	100	100	100	100	100	putative tRNA sulfurtransferase	1	1
putative tRNA-dihydrouridine synthase	1	8	1	2	33	11	100	100	100	100	100	100	putative tRNA-dihydrouridine synthase	1	1
Putative two-component membrane permease complex subunit SMU_746c	1	8	1	2	33	11	100	100	100	100	100	100	Putative two-component membrane permease complex subunit SMU_746c	1	1
Putative two-component membrane permease complex subunit SMU_747c	1	8	1	2	33	11	100	100	100	100	100	100	Putative two-component membrane permease complex subunit SMU_747c	1	1
putative type I restriction enzymeP M protein	0	0	0	0	7	3	0	0	27.2727272727273	21.2121212121212	0	0	putative type I restriction enzymeP M protein	0.271404912061831	1
Putative undecaprenyl-diphosphatase YbjG	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Putative undecaprenyl-diphosphatase YbjG	0.904601710178057	1
Putative undecaprenyl-phosphate N-acetylgalactosaminyl 1-phosphate transferase	1	0	0	0	3	1	100	0	9.09090909090909	9.09090909090909	0	0	Putative undecaprenyl-phosphate N-acetylgalactosaminyl 1-phosphate transferase	0.761102572998741	1
putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	1	8	1	2	33	11	100	100	100	100	100	100	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	1	1
Putative universal stress protein	1	8	1	2	33	11	100	100	100	100	100	100	Putative universal stress protein	1	1
Putative zinc metalloprotease Rip2	1	8	1	2	33	11	100	100	100	100	100	100	Putative zinc metalloprotease Rip2	1	1
putative zinc protease	1	8	1	2	33	11	100	100	100	100	100	100	putative zinc protease	1	1
Putative zinc protease AlbF	1	8	1	2	33	11	100	100	100	100	100	100	Putative zinc protease AlbF	1	1
Putrescine export system permease protein SapB	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Putrescine export system permease protein SapB	0.509823321959338	1
Pyridoxal 5'-phosphate synthase subunit PdxS	1	8	1	2	33	11	100	100	100	100	100	100	Pyridoxal 5'-phosphate synthase subunit PdxS	1	1
Pyridoxal 5'-phosphate synthase subunit PdxT	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Pyridoxal 5'-phosphate synthase subunit PdxT	0.904601710178056	1
Pyridoxine kinase	1	8	1	2	33	11	100	100	100	100	100	100	Pyridoxine kinase	1	1
Pyrimidine 5'-nucleotidase YjjG	1	8	1	2	33	11	100	100	100	100	100	100	Pyrimidine 5'-nucleotidase YjjG	1	1
Pyrimidine-nucleoside phosphorylase	1	8	1	2	33	11	100	100	100	100	100	100	Pyrimidine-nucleoside phosphorylase	1	1
Pyrimidine-specific ribonucleoside hydrolase RihA	1	8	1	2	33	11	100	100	100	100	100	100	Pyrimidine-specific ribonucleoside hydrolase RihA	1	1
Pyrimidine-specific ribonucleoside hydrolase RihB	1	8	1	2	33	11	100	100	100	100	100	100	Pyrimidine-specific ribonucleoside hydrolase RihB	1	1
Pyrophosphatase PpaX	1	8	1	2	33	11	100	100	100	100	100	100	Pyrophosphatase PpaX	1	1
Pyrrolidone-carboxylate peptidase	1	8	1	2	33	11	100	100	100	100	100	100	Pyrrolidone-carboxylate peptidase	1	1
Pyrroline-5-carboxylate reductase	1	8	1	2	33	11	100	100	100	100	100	100	Pyrroline-5-carboxylate reductase	1	1
Pyruvate dehydrogenase E1 component subunit alpha	1	8	1	2	33	11	100	100	100	100	100	100	Pyruvate dehydrogenase E1 component subunit alpha	1	1
Pyruvate dehydrogenase E1 component subunit beta	1	8	1	2	33	11	100	100	100	100	100	100	Pyruvate dehydrogenase E1 component subunit beta	1	1
Pyruvate formate-lyase 1-activating enzyme	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Pyruvate formate-lyase 1-activating enzyme	0.509823321959338	1
Pyruvate formate-lyase-activating enzyme	1	8	1	2	33	11	100	100	100	100	100	100	Pyruvate formate-lyase-activating enzyme	1	1
Pyruvate kinase	1	8	1	2	33	11	100	100	100	100	100	100	Pyruvate kinase	1	1
Quaternary ammonium compound-resistance protein SugE	1	8	1	2	33	11	100	100	100	100	100	100	Quaternary ammonium compound-resistance protein SugE	1	1
Quercetin 2,3-dioxygenase	1	8	1	2	33	11	100	100	100	100	100	100	Quercetin 2,3-dioxygenase	1	1
Queuine tRNA-ribosyltransferase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Queuine tRNA-ribosyltransferase	0.904601710178057	1
Queuosine precursor transporter QueT	1	8	1	2	33	11	100	100	100	100	100	100	Queuosine precursor transporter QueT	1	1
Quinol oxidase subunit 1	1	8	1	2	33	11	100	100	100	100	100	100	Quinol oxidase subunit 1	1	1
Quinol oxidase subunit 2	1	8	1	2	33	11	100	100	100	100	100	100	Quinol oxidase subunit 2	1	1
Quinol oxidase subunit 3	1	8	1	2	33	11	100	100	100	100	100	100	Quinol oxidase subunit 3	1	1
Quinol oxidase subunit 4	1	8	1	2	33	11	100	100	100	100	100	100	Quinol oxidase subunit 4	1	1
Quinolinate synthase A	1	8	1	2	33	11	100	100	100	100	100	100	Quinolinate synthase A	1	1
Quinone oxidoreductase 1	1	8	1	2	33	11	100	100	100	100	100	100	Quinone oxidoreductase 1	1	1
Quinone oxidoreductase 2	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	Quinone oxidoreductase 2	0.823319770247701	1
RecBCD enzyme subunit RecD	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	RecBCD enzyme subunit RecD	0.904601710178057	1
Recombination protein RecR	1	8	1	2	33	11	100	100	100	100	100	100	Recombination protein RecR	1	1
Redox-sensing transcriptional repressor Rex	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Redox-sensing transcriptional repressor Rex	0.904601710178057	1
Regulator of sigma-W protease RasP	1	8	1	2	33	11	100	100	100	100	100	100	Regulator of sigma-W protease RasP	1	1
Regulatory protein MgsR	1	8	1	2	33	11	100	100	100	100	100	100	Regulatory protein MgsR	1	1
Regulatory protein PchR	0	0	0	0	2	1	0	0	9.09090909090909	6.06060606060606	0	0	Regulatory protein PchR	0.827715783507218	1
Regulatory protein RecX	1	8	1	2	33	11	100	100	100	100	100	100	Regulatory protein RecX	1	1
Regulatory protein Spx	1	8	1	2	33	11	100	100	100	100	100	100	Regulatory protein Spx	1	1
Regulatory protein YeiL	1	8	1	2	33	11	100	100	100	100	100	100	Regulatory protein YeiL	1	1
Release factor glutamine methyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Release factor glutamine methyltransferase	1	1
Replication initiation and membrane attachment protein	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Replication initiation and membrane attachment protein	0.904601710178057	1
Replication initiation protein	1	0	0	0	2	2	100	0	18.1818181818182	6.06060606060606	0	0	Replication initiation protein	0.533156557268793	1
Replicative DNA helicase	1	8	1	2	33	11	100	100	100	100	100	100	Replicative DNA helicase	1	1
Resolvase YneB	1	8	1	2	33	11	100	100	100	100	100	100	Resolvase YneB	1	1
Respiratory nitrate reductase 1 alpha chain	1	8	1	2	28	10	100	100	90.9090909090909	84.8484848484848	100	100	Respiratory nitrate reductase 1 alpha chain	0.535740610988539	1
Respiratory nitrate reductase 2 beta chain	1	8	1	2	25	10	100	100	90.9090909090909	75.7575757575758	100	100	Respiratory nitrate reductase 2 beta chain	0.217402103602017	1
Response regulator ArlR	1	8	1	2	33	11	100	100	100	100	100	100	Response regulator ArlR	1	1
Response regulator aspartate phosphatase F	1	8	1	2	33	11	100	100	100	100	100	100	Response regulator aspartate phosphatase F	1	1
Response regulator aspartate phosphatase H	0	0	0	0	7	2	0	0	18.1818181818182	21.2121212121212	0	0	Response regulator aspartate phosphatase H	0.34435391868898	1
Response regulator aspartate phosphatase J	0	0	0	0	2	2	0	0	18.1818181818182	6.06060606060606	0	0	Response regulator aspartate phosphatase J	0.533156557268793	1
Response regulator protein GraR	1	8	1	2	33	11	100	100	100	100	100	100	Response regulator protein GraR	1	1
Response regulator protein VraR	1	8	1	2	33	11	100	100	100	100	100	100	Response regulator protein VraR	1	1
Rhamnosyl O-methyltransferase	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	Rhamnosyl O-methyltransferase	0.718582237075454	1
Rhomboid protease GluP	1	8	1	2	33	11	100	100	100	100	100	100	Rhomboid protease GluP	1	1
Riboflavin biosynthesis protein RibBA	1	8	1	2	33	11	100	100	100	100	100	100	Riboflavin biosynthesis protein RibBA	1	1
Riboflavin biosynthesis protein RibD	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Riboflavin biosynthesis protein RibD	0.904601710178057	1
Riboflavin biosynthesis protein RibF	1	8	1	2	33	11	100	100	100	100	100	100	Riboflavin biosynthesis protein RibF	1	1
Riboflavin synthase	1	8	1	2	33	11	100	100	100	100	100	100	Riboflavin synthase	1	1
Riboflavin transport system permease protein RibX	1	8	1	2	33	11	100	100	100	100	100	100	Riboflavin transport system permease protein RibX	1	1
Riboflavin transporter FmnP	1	8	1	2	33	11	100	100	100	100	100	100	Riboflavin transporter FmnP	1	1
Riboflavin transporter RfnT	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	Riboflavin transporter RfnT	0.718582237075454	1
Riboflavin transporter RibZ	1	8	1	2	30	8	100	100	72.7272727272727	90.9090909090909	100	100	Riboflavin transporter RibZ	0.296635490838848	1
Ribokinase	1	8	1	2	33	11	100	100	100	100	100	100	Ribokinase	1	1
Ribonuclease	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease	1	1
Ribonuclease 3	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease 3	1	1
Ribonuclease BN	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Ribonuclease BN	0.904601710178055	1
Ribonuclease G	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease G	1	1
Ribonuclease H	0	0	0	0	2	0	0	0	0	6.06060606060606	0	0	Ribonuclease H	0.718582237075454	1
Ribonuclease HII	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease HII	1	1
Ribonuclease HIII	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease HIII	1	1
Ribonuclease J 1	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Ribonuclease J 1	0.509823321959338	1
Ribonuclease J1	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease J1	1	1
Ribonuclease J2	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease J2	1	1
Ribonuclease M5	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease M5	1	1
Ribonuclease P protein component	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease P protein component	1	1
Ribonuclease PH	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease PH	1	1
Ribonuclease R	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease R	1	1
Ribonuclease Y	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease Y	1	1
Ribonuclease YobL	0	0	0	0	3	1	0	0	9.09090909090909	9.09090909090909	0	0	Ribonuclease YobL	0.76110257299874	1
Ribonuclease YxiD	0	0	0	0	4	0	0	0	0	12.1212121212121	0	0	Ribonuclease YxiD	0.367665135374662	1
Ribonuclease Z	1	8	1	2	33	11	100	100	100	100	100	100	Ribonuclease Z	1	1
Ribonucleoside-diphosphate reductase 1 subunit alpha	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Ribonucleoside-diphosphate reductase 1 subunit alpha	0.904601710178055	1
